userId,movieId,rating,timestamp,user,movie
19886,131,2393,3.0,1349838598,130,1606
53769,354,7147,4.5,1200870482,353,1217
45189,298,65982,3.0,1453032973,297,2387
58767,382,61132,5.0,1515161977,381,2130
91537,594,494,5.0,1108974423,593,652
55945,369,3033,4.0,1237081547,368,198
12200,75,435,1.0,1158967085,74,634
58253,381,2571,5.0,1164383856,380,166
54218,357,1101,4.0,1348612212,356,724
54198,357,918,5.0,1348611846,356,3729
76518,480,2628,2.0,1179177670,479,171
7617,51,2762,5.0,1230929240,50,401
73239,474,586,2.0,1046886823,473,827
45470,298,149354,0.5,1466277836,297,3540
47935,310,733,4.0,1078649543,309,40
40525,274,72378,2.0,1288172563,273,290
22965,156,2947,2.0,946800308,155,189
62380,414,191,2.0,961518812,413,542
73756,474,2261,2.0,978576252,473,1586
41419,280,73266,3.0,1347605299,279,6357
79479,494,260,5.0,1001666564,493,15
35417,239,2302,3.0,1221158808,238,1593
100017,610,7324,3.0,1493849959,609,4983
8035,57,1,5.0,965796031,56,0
70796,452,3273,4.0,1013398044,451,209
31249,217,2094,3.0,955941099,216,130
10012,66,481,2.0,1113190302,65,2168
2605,19,1848,2.0,965704331,18,1525
89441,580,1584,3.5,1167792660,579,726
42183,288,541,4.0,975691813,287,1094
90227,586,122918,5.0,1529899134,585,1367
81698,517,2380,0.5,1487958246,516,2913
32248,220,63113,3.5,1241227967,219,911
86455,560,56563,2.5,1469655808,559,8489
76222,479,5568,2.0,1039362916,478,2703
4337,28,2023,3.5,1234516183,27,836
5864,41,118900,4.0,1458995083,40,1364
46594,305,142448,3.0,1460134242,304,2857
42954,288,5378,3.5,1054568537,287,757
18308,116,1380,4.5,1337200241,115,1473
48361,313,1449,5.0,1030557292,312,362
82276,522,2393,4.0,1297482469,521,1606
26260,182,1197,3.5,1054781212,181,69
65556,420,8464,4.5,1218207751,419,2047
92291,597,1196,5.0,940420585,596,68
48453,313,2553,4.0,1030474757,312,2758
61428,405,390,4.0,1295916262,404,4839
86166,560,1196,4.0,1469647857,559,68
67610,438,186,3.0,1105667014,437,540
79594,495,4734,3.5,1458636356,494,1823
57489,380,6281,3.5,1508777884,379,2232
19803,129,32587,4.5,1167376045,128,806
6062,42,1663,4.0,996258272,41,1503
47874,309,2028,4.5,1126452287,308,121
24420,169,2028,5.0,1078284565,168,121
856,6,881,3.0,845556340,5,708
80438,509,1732,3.5,1436101601,508,108
11985,73,111320,1.5,1464199071,72,3530
68286,441,1517,5.0,1449070633,440,98
15392,100,2108,3.5,1100184281,99,1563
91491,593,44191,4.0,1181007785,592,1250
100331,610,60471,3.5,1493848660,609,9606
10742,68,2335,3.0,1261623793,67,1598
76159,479,3361,4.0,1039367605,478,1705
87654,564,106918,3.5,1478453956,563,1974
89537,580,3556,5.0,1167673452,579,2121
39937,274,4874,1.0,1171756193,273,750
4878,30,122904,5.0,1500370440,29,1081
22780,156,1077,4.0,946799495,155,341
78717,489,2124,2.5,1385824159,488,2679
27344,186,916,5.0,1031073542,185,2996
9694,64,2804,5.0,1161528937,63,1652
53145,351,59369,4.5,1325978903,350,1911
72900,469,3699,4.0,965335435,468,1747
26748,182,4056,3.0,1055157679,181,4928
833,6,719,2.0,845555694,5,687
52735,346,527,3.5,1125859184,345,28
83363,528,3101,2.5,1391734371,527,1685
84910,551,112175,3.5,1504926160,550,1993
33045,226,2,3.0,1095662788,225,481
33233,226,2100,3.0,1097545890,225,997
89269,579,1580,4.0,958881895,578,101
12959,83,318,5.0,1332839665,82,232
55524,368,1196,3.0,971274603,367,68
53135,351,54787,3.5,1329655779,350,7012
33552,227,32,4.5,1447210296,226,292
26344,182,1546,3.5,1073397357,181,5295
45010,298,27808,2.5,1447598993,297,3073
5389,38,161,4.0,841341249,37,530
70671,452,924,3.0,1013395206,451,723
53109,351,6214,4.0,1328625708,350,3189
17394,111,4228,2.5,1516151595,110,4493
94935,599,104841,3.0,1498528388,598,1072
34285,232,8360,3.0,1218167741,231,778
16261,105,1199,4.0,1447574317,104,350
72671,469,1747,3.0,965425742,468,1514
80652,509,48780,3.5,1435993404,508,1051
30576,213,51662,3.5,1316196753,212,899
31370,217,2722,3.0,955940969,216,1645
80136,503,6711,3.5,1335219557,502,2046
18200,115,1645,4.0,957648208,114,1500
99189,608,3752,4.0,1117504954,607,1756
42452,288,2009,3.0,976139366,287,3022
33252,226,2329,4.5,1095663236,225,147
10741,68,2334,3.5,1269123630,67,3288
28153,195,1573,3.0,974705903,194,100
40649,275,1084,5.0,1049078103,274,343
57756,380,52950,2.0,1494268146,379,7149
56114,371,4993,4.5,1407692691,370,753
43332,290,1674,4.0,975031977,289,833
36082,246,7669,5.0,1354126091,245,3598
14168,91,260,4.5,1112712846,90,15
76567,480,3168,3.5,1179161577,479,204
1332,12,838,5.0,1247264096,11,701
97749,606,2324,5.0,1171311393,605,391
51063,330,1288,4.5,1285904004,329,359
9202,63,1080,5.0,1443199898,62,61
36150,246,82202,4.0,1355956402,245,1934
5215,34,2762,3.0,1162050482,33,401
89815,582,74458,4.0,1446792653,581,242
16210,104,94150,4.0,1351210102,103,4255
64782,414,72605,4.0,1275267211,413,6053
68957,448,2019,5.0,1019132771,447,382
50384,325,3175,4.0,1039395747,324,415
19891,131,3178,3.0,1349838715,130,2195
42651,288,2762,3.0,985626767,287,401
52585,344,110,4.5,1420497375,343,7
28265,195,4389,3.0,1009762657,194,5347
53970,356,3477,5.0,1229142527,355,1723
54382,357,4447,4.0,1348626994,356,867
81286,514,3385,3.0,1533946372,513,2690
39118,271,1994,3.5,1234301729,270,1542
98510,607,480,4.0,963080125,606,26
70079,448,97858,2.0,1387894354,447,7863
12524,79,3029,3.0,975281975,78,3231
93938,599,4848,4.5,1519117681,598,1828
19848,130,592,3.0,832589516,129,33
81675,517,2018,4.0,1487953729,516,120
6650,45,1769,3.0,1020803185,44,2672
60052,387,7328,3.5,1195976321,386,7319
95559,600,3093,3.5,1237850998,599,4912
63957,414,5452,1.0,1024928888,413,6216
9709,64,3052,4.0,1161521189,63,200
12723,81,377,3.0,845299844,80,621
42508,288,2121,2.0,976138991,287,2711
23169,159,4306,4.0,1508641095,158,744
27842,189,593,4.0,1439465116,188,34
36286,247,69122,4.0,1467646510,246,1296
73478,474,1293,4.0,1124123484,473,2999
30233,211,36529,3.5,1350912777,210,1243
43323,290,1385,3.0,975032090,289,978
45547,301,364,3.5,1211378040,300,471
94805,599,85881,3.5,1498542530,598,3848
100109,610,27904,3.5,1479542824,609,3148
71258,456,3,3.0,856883349,455,1
7783,52,293,4.0,1468051256,51,588
34737,232,72489,4.0,1283133176,231,3465
43073,288,31427,2.5,1126184296,287,5907
11386,68,56587,3.0,1261624092,67,2346
52769,346,1348,4.0,1094651388,345,91
35261,238,858,3.0,1007931691,237,1027
91608,594,2196,5.0,1108975245,593,8922
100734,610,120635,1.0,1493850489,609,4715
79800,497,410,2.0,1429127204,496,473
66966,432,7306,3.0,1315243798,431,7699
41839,285,1333,4.0,1451151233,284,1460
19161,123,91500,3.5,1448382200,122,1067
821,6,640,1.0,845555362,5,677
30958,217,432,3.0,955945177,216,632
83342,528,356,5.0,1391736163,527,20
15480,101,2716,4.0,968441005,100,180
32011,219,54001,2.5,1194740550,218,2518
70717,452,1610,4.0,1019581177,451,727
6329,43,79,5.0,848994617,42,508
35696,240,653,5.0,849123370,239,1158
83790,534,33493,4.0,1459787997,533,808
99872,610,4975,3.5,1493845410,609,2716
45402,298,109895,0.5,1479058063,297,6530
84950,552,541,5.0,1111473071,551,1094
64730,414,63113,4.0,1273977218,413,911
23803,165,441,3.0,1046741288,164,24
100652,610,106002,3.5,1493845652,609,3103
38505,265,79,2.0,965318627,264,508
56296,372,1221,5.0,874415199,371,1136
2349,19,377,4.0,965711156,18,621
82810,525,4718,1.0,1476479901,524,1822
13195,84,551,3.0,858772802,83,1419
76320,480,589,4.5,1179177674,479,478
45074,298,48322,3.0,1447599713,297,4517
11720,70,8949,5.0,1355198245,69,791
33041,225,3253,4.0,949111556,224,208
60166,387,33164,2.0,1183352891,386,5917
77958,484,104,4.0,1342368965,483,518
44901,298,6283,4.5,1477826181,297,4117
28249,195,4019,4.0,978994367,194,1803
26701,182,3910,5.0,1055157054,181,3721
64786,414,73017,4.0,1273977264,413,927
41083,279,780,4.0,1506394166,278,42
90585,590,588,4.0,1258416644,589,322
88830,573,5093,2.0,1186590055,572,2497
10980,68,4270,3.5,1158533297,67,1811
48345,313,1344,4.0,1030476305,312,4893
72136,464,8984,4.5,1287399712,463,798
19040,122,69784,4.5,1461562686,121,3458
9975,65,109487,4.5,1494802244,64,253
20831,137,3471,3.0,1204859953,136,1721
37195,249,95167,4.0,1356440099,248,946
22278,150,5,3.0,854203124,149,483
57288,380,3421,5.0,1493474237,379,1717
79709,495,89492,5.0,1458635252,494,3094
89036,576,327,2.5,1358151538,575,598
63838,414,5009,4.0,1010588149,413,2218
75739,477,3751,4.0,1200940240,476,1186
19234,125,288,5.0,1474294680,124,584
11607,68,122904,4.0,1526947540,67,1081
3548,21,102993,2.0,1403461682,20,1957
54683,361,2167,2.0,1204046094,360,1574
7395,50,164280,3.5,1529600343,49,2867
24114,167,1385,2.0,1154719268,166,978
82043,520,1801,4.0,1326687732,519,2462
18629,119,54286,4.5,1435944763,118,902
56293,372,1215,5.0,874415164,371,1451
76973,480,37741,4.5,1179161086,479,813
15822,103,37729,4.0,1431969626,102,1245
51784,334,54881,3.5,1260653291,333,3413
47959,310,2518,4.0,1078649121,309,1625
18359,117,26,4.0,844163712,116,496
15194,98,53464,2.5,1532457575,97,1266
69230,448,3681,5.0,1019125154,447,1144
79248,491,4018,4.0,1526673266,490,742
7117,50,318,3.5,1514237959,49,232
81706,517,2565,4.5,1487954421,516,1783
6541,45,569,2.0,950722240,44,668
21254,140,1580,3.0,1024051464,139,101
15062,96,733,4.0,964772883,95,40
39547,274,1961,3.5,1186729066,273,1170
3182,20,5171,2.0,1054037913,19,1838
54311,357,2160,5.0,1348609771,356,2039
27295,185,4016,4.0,1044311744,184,1802
56169,372,249,4.0,874416571,371,2432
52888,347,47,3.0,847645738,346,3
43685,292,3755,2.0,990062235,291,1794
18751,120,5,4.0,860070029,119,483
92823,599,474,2.5,1519145474,598,474
95331,600,1393,3.5,1237850723,599,2419
28254,195,4033,4.0,997909542,194,438
89053,576,2826,4.5,1358151536,575,183
43958,294,2,3.0,966634189,293,481
15681,103,1945,4.0,1522172361,102,2400
67544,437,800,5.0,859721361,436,327
28322,197,1209,5.0,947462811,196,1135
28801,199,3129,4.0,995165198,198,5580
36103,246,41569,3.0,1354145727,245,2299
82940,525,45517,3.0,1476479641,524,817
53488,352,139385,5.0,1493674538,351,1372
55105,365,103772,3.0,1489796879,364,1349
60366,390,5618,4.5,1250335828,389,762
1728,17,2329,4.5,1305696670,16,147
4205,28,145,1.5,1242290926,27,525
35051,234,2568,3.0,1004408723,233,2580
9977,65,116797,4.5,1494767104,64,1361
24950,177,508,3.5,1435534189,176,656
22531,153,63082,1.5,1525548393,152,1915
16884,105,146028,4.0,1448000401,104,4415
8588,58,454,3.0,847718617,57,638
52724,346,306,4.5,1094645835,345,2507
17933,112,339,1.5,1513989982,111,604
19957,132,356,4.0,1157920481,131,20
21368,140,3168,4.0,1021899051,139,204
27558,187,431,4.5,1161849614,186,1155
51093,330,1965,3.5,1285903319,329,3137
87814,567,1260,4.0,1525285646,566,1107
17501,111,8961,1.0,1516140859,110,794
73407,474,1197,4.5,1087832016,473,69
55670,368,2307,3.0,975829365,367,7077
71491,460,34405,5.0,1359177895,459,1241
47552,307,34326,2.0,1186264727,306,6669
88523,572,17,5.0,945888053,571,491
98376,606,37731,3.5,1183640383,605,2291
45365,298,102123,1.5,1467489217,297,3099
25868,178,6539,2.5,1164354902,177,770
75307,475,60074,4.5,1498030909,474,1284
98090,606,5628,2.5,1180988780,605,3275
72549,469,1082,4.0,965333459,468,721
62089,411,368,4.0,835532965,410,314
96168,603,288,4.0,953925861,602,584
63599,414,4068,2.0,997375249,413,3310
31494,217,3552,2.0,955935313,216,2605
78963,489,7318,3.0,1333232957,488,1219
72744,469,2324,3.0,965425423,468,391
38063,260,3911,3.0,1109410839,259,429
2954,19,3712,3.0,965706748,18,1753
78634,489,1246,4.0,1333101663,488,725
25462,177,8965,3.0,1435525792,176,795
5985,42,858,5.0,996213544,41,1027
19910,131,48516,3.5,1349840409,130,237
72500,469,552,2.0,965334475,468,30
75690,477,2762,4.0,1200939741,476,401
87307,562,83134,4.0,1368892693,561,3478
21161,140,609,3.0,1020424600,139,672
42515,288,2136,3.0,976120723,287,3507
30603,214,25,2.0,853937855,213,495
65466,420,923,3.5,1218041914,419,45
95431,600,2162,3.5,1237764642,599,5115
12036,74,1094,4.5,1207501409,73,345
93573,599,3070,3.0,1498522052,598,1681
84319,540,8874,4.5,1179107961,539,2265
79515,495,344,4.5,1458636315,494,470
72142,464,48516,4.0,1275549617,463,237
32073,220,377,3.5,1230055705,219,621
6100,42,2110,4.0,996259059,41,1564
30379,212,55247,3.5,1490115655,211,1271
47200,307,3705,2.5,1186086551,306,1750
62689,414,1080,5.0,961595418,413,61
43932,292,130576,2.0,1483193614,291,6480
92900,599,720,4.5,1498533832,598,262
85690,555,2642,3.0,978823527,554,1635
42049,287,3033,4.0,1110230672,286,198
76332,480,736,2.5,1179177622,479,41
30324,212,4027,3.5,1523216490,211,436
46227,305,8014,4.0,1516132508,304,3204
7320,50,94677,2.0,1514239489,49,1946
77742,483,33493,3.0,1327277575,482,808
70761,452,2533,5.0,1019580965,451,2917
1318,11,1918,4.0,901200070,10,990
46160,305,4232,3.0,1460303377,304,1810
29313,201,1259,4.0,939226122,200,355
82923,525,34150,1.0,1476481056,524,1240
69693,448,45186,2.5,1146931490,447,1895
48815,317,593,5.0,1430361433,316,34
90149,586,54001,4.5,1529899314,585,2518
38587,265,1945,4.0,965316218,264,2400
66260,426,50872,3.0,1451080765,425,1052
22803,156,1213,4.0,1106855028,155,74
19555,125,159415,4.0,1476903864,124,4824
7105,49,79091,4.0,1493093114,48,931
61036,396,1276,5.0,1111688529,395,1110
79806,497,858,4.0,1429127498,496,1027
88405,570,49272,4.0,1181476664,569,823
34863,233,68157,3.5,1448816308,232,240
39152,272,3147,4.5,1533566039,271,203
89362,580,589,4.0,1167790721,579,478
18275,116,480,4.0,1337199676,115,26
85808,555,3591,3.0,978822154,554,425
56066,370,5989,3.5,1159163380,369,765
57178,380,2334,2.0,1509047561,379,3288
99334,608,5502,4.0,1117491425,607,761
1384,13,4011,5.0,987895651,12,1021
93560,599,3007,3.5,1519127220,598,6456
66709,429,381,4.0,828124616,428,623
80727,509,72701,3.5,1436000778,508,3823
62684,414,1059,4.0,961514135,413,1161
88180,568,480,3.0,1253767289,567,26
84677,546,2455,3.0,973588435,545,1617
83568,533,103688,5.0,1424754155,532,3638
40228,274,30883,1.5,1172447698,273,5903
15803,103,7367,3.5,1477364901,102,4184
58199,381,1704,4.5,1165975117,380,233
87573,564,44193,3.0,1478454544,563,3508
9456,64,198,3.0,1161565802,63,3000
15122,97,1193,4.0,1043382111,96,1101
50204,325,30,4.0,1039399501,324,6914
64633,414,53972,3.5,1273977156,413,1267
95227,600,778,3.5,1237712974,599,1159
93187,599,1663,2.5,1498517424,598,1503
